year,geo_name,geo,total_reimbursements_b
2014,"Beckham County","05000US40009",10383.0
2014,"Lawrence County","05000US21127",10383.0
2014,"St. Francois County","05000US29187",10383.0
2013,"Todd County","05000US21219",10382.0
2013,"Hocking County, OH","05000US39073",10382.0
2014,"Barber County","05000US20007",10381.0
2014,"Clermont County, OH","05000US39025",10381.0
2012,"Bleckley County","05000US13023",10381.0
2012,"Summit County, OH","05000US39153",10380.0
2011,"Clearfield County","05000US42033",10380.0
2014,"Callahan County","05000US48059",10380.0
2012,"Madison County","05000US28089",10380.0
2014,"Cumberland County, NJ","05000US34011",10379.0
2012,"Barren County","05000US21009",10379.0
2011,"Greene County","05000US05055",10379.0
2011,"Summit County, OH","05000US39153",10378.0
2013,"Colleton County","05000US45029",10377.0
2014,"Somerset County","05000US42111",10377.0
2012,"Wythe County","05000US51197",10377.0
2012,"Essex County, NJ","05000US34013",10376.0
2011,"Lee County","05000US48287",10376.0
2011,"Bexar County, TX","05000US48029",10376.0
2013,"Marshall County","05000US47117",10376.0
2011,"Stark County, OH","05000US39151",10375.0
2012,"Howard County","05000US31093",10375.0
2012,"Guadalupe County, TX","05000US48187",10374.0
2013,"St. Charles Parish","05000US22089",10374.0
2013,"Meigs County","05000US47121",10372.0
2010,"Howard County","05000US48227",10371.0
2011,"Salem County","05000US34033",10371.0
2012,"Henderson County","05000US21101",10371.0
2012,"Cochran County","05000US48079",10370.0
2013,"Elmore County","05000US01051",10370.0
2012,"Wyandotte County, KS","05000US20209",10370.0
2014,"New Madrid County","05000US29143",10369.0
2012,"Dawson County","05000US48115",10369.0
2010,"Todd County","05000US46121",10368.0
2011,"Coryell County","05000US48099",10368.0
2010,"Cuyahoga County, OH","05000US39035",10368.0
2011,"St. Johns County, FL","05000US12109",10368.0
2012,"Darlington County","05000US45031",10367.0
2011,"Suffolk County, NY","05000US36103",10367.0
2014,"Johnston County, NC","05000US37101",10367.0
2014,"Peach County","05000US13225",10366.0
2014,"Mercer County, NJ","05000US34021",10366.0
2013,"Elliott County","05000US21063",10365.0
2010,"Washington County, TN","05000US47179",10365.0
2014,"Crenshaw County","05000US01041",10364.0
2014,"Webster County","05000US31181",10364.0
2013,"Lamar County","05000US28073",10364.0
2014,"Lamar County","05000US28073",10364.0
2014,"Allegheny County, PA","05000US42003",10363.0
2011,"Morrow County","05000US39117",10363.0
2012,"Kinney County","05000US48271",10363.0
2012,"Pulaski County","05000US13235",10363.0
2011,"Edgar County","05000US17045",10362.0
2010,"Lapeer County","05000US26087",10362.0
2014,"Harrison County","05000US18061",10362.0
2010,"DeKalb County","05000US01049",10361.0
2011,"St. Clair County","05000US01115",10360.0
2014,"Carlisle County","05000US21039",10360.0
2010,"Blaine County","05000US40011",10359.0
2013,"Sherman County","05000US48421",10358.0
2013,"Hays County, TX","05000US48209",10358.0
2012,"Lauderdale County","05000US28075",10358.0
2013,"Richmond County","05000US37153",10358.0
2014,"Lauderdale County","05000US28075",10358.0
2014,"Reeves County","05000US48389",10358.0
2010,"Lamb County","05000US48279",10358.0
2012,"Aransas County","05000US48007",10358.0
2010,"Wood County","05000US54107",10357.0
2010,"Pottawatomie County","05000US40125",10357.0
2010,"Pope County","05000US17151",10357.0
2013,"Jackson County, MS","05000US28059",10356.0
2010,"Wayne County","05000US21231",10356.0
2011,"Tuscola County","05000US26157",10356.0
2011,"Miami County","05000US18103",10356.0
2011,"Stewart County","05000US13259",10355.0
2012,"DeWitt County","05000US48123",10355.0
2012,"Dent County","05000US29065",10355.0
2012,"Wood County","05000US54107",10355.0
2011,"Massac County","05000US17127",10354.0
2010,"Fairfield County, OH","05000US39045",10354.0
2013,"Suffolk County, NY","05000US36103",10354.0
2012,"Randall County, TX","05000US48381",10354.0
2012,"Hardin County","05000US17069",10354.0
2013,"Clay County","05000US05021",10353.0
2014,"Muskingum County","05000US39119",10353.0
2013,"Quitman County","05000US28119",10353.0
2014,"Cook County, IL","05000US17031",10353.0
2012,"White County","05000US47185",10352.0
2010,"Hudson County, NJ","05000US34017",10352.0
2012,"Uvalde County","05000US48463",10352.0
2010,"Shelby County, AL","05000US01117",10352.0
2013,"Somerset County","05000US42111",10352.0
2013,"Calcasieu Parish, LA","05000US22019",10352.0
2011,"Johnson County","05000US47091",10351.0
2013,"Meigs County","05000US39105",10351.0
2013,"Itawamba County","05000US28057",10350.0
2012,"Bastrop County","05000US48021",10350.0
2012,"Livingston County, MI","05000US26093",10350.0
2010,"Dewey County","05000US40043",10349.0
2010,"Fountain County","05000US18045",10349.0
2010,"Harper County","05000US20077",10349.0
2012,"Rockland County, NY","05000US36087",10349.0
2010,"Stafford County, VA","05000US51179",10349.0
2010,"Pickaway County","05000US39129",10349.0
2011,"Sullivan County","05000US29211",10349.0
2013,"Delaware County, PA","05000US42045",10348.0
2014,"Cross County","05000US05037",10348.0
2010,"St. Johns County, FL","05000US12109",10348.0
2010,"Gallia County","05000US39053",10348.0
2012,"Phillips County","05000US08095",10347.0
2013,"Marshall County","05000US21157",10347.0
2012,"Putnam County","05000US54079",10346.0
2010,"Cecil County, MD","05000US24015",10346.0
2013,"Bay County, MI","05000US26017",10346.0
2011,"Burnet County","05000US48053",10345.0
2010,"Bartow County, GA","05000US13015",10345.0
2012,"Harper County","05000US20077",10345.0
2014,"Tattnall County","05000US13267",10345.0
2013,"Ware County","05000US13299",10345.0
2011,"Rio Blanco County","05000US08103",10344.0
2011,"Worth County","05000US29227",10344.0
2010,"Dillon County","05000US45033",10344.0
2010,"Sumter County, FL","05000US12119",10343.0
2012,"Gasconade County","05000US29073",10343.0
2012,"Lafourche Parish","05000US22057",10343.0
2011,"Queens County, NY","05000US36081",10343.0
2012,"Cass County","05000US18017",10342.0
2013,"Berkeley County, SC","05000US45015",10342.0
2011,"Tipton County","05000US18159",10342.0
2011,"Jefferson County","05000US18077",10342.0
2013,"Vermilion Parish","05000US22113",10341.0
2011,"Muskogee County","05000US40101",10341.0
2012,"Beaver County, PA","05000US42007",10341.0
2012,"Mills County","05000US48333",10341.0
2010,"Gaston County, NC","05000US37071",10341.0
2013,"Wheeler County","05000US31183",10341.0
2011,"Hall County","05000US48191",10341.0
2014,"Vanderburgh County, IN","05000US18163",10340.0
2010,"Potter County, TX","05000US48375",10340.0
2014,"Okaloosa County, FL","05000US12091",10340.0
2012,"Putnam County","05000US47141",10340.0
2014,"Bastrop County","05000US48021",10339.0
2013,"Bledsoe County","05000US47007",10339.0
2010,"Orange County, CA","05000US06059",10339.0
2012,"Arenac County","05000US26011",10339.0
2010,"Armstrong County","05000US42005",10339.0
2011,"Blaine County","05000US31009",10339.0
2014,"Edgar County","05000US17045",10338.0
2010,"Forest County","05000US42053",10337.0
2014,"Union County","05000US39159",10337.0
2010,"Estill County","05000US21065",10337.0
2014,"Elk County","05000US42047",10337.0
2011,"Pike County","05000US28113",10336.0
2012,"Walker County","05000US13295",10336.0
2012,"Highland County","05000US39071",10336.0
2010,"Surry County","05000US37171",10336.0
2011,"Cumberland County, NJ","05000US34011",10336.0
2012,"Perry County","05000US39127",10336.0
2011,"Mercer County, NJ","05000US34021",10335.0
2010,"Oklahoma County, OK","05000US40109",10333.0
2010,"Clay County","05000US48077",10333.0
2012,"Amite County","05000US28005",10332.0
2012,"Geneva County","05000US01061",10332.0
2013,"Madison County","05000US29123",10332.0
2012,"Floyd County","05000US13115",10331.0
2011,"Hitchcock County","05000US31087",10331.0
2011,"Woodson County","05000US20207",10331.0
2014,"Preston County","05000US54077",10331.0
2011,"Hays County, TX","05000US48209",10331.0
2012,"Delaware County, PA","05000US42045",10331.0
2013,"Camden County, NJ","05000US34007",10330.0
2011,"Berrien County","05000US13019",10330.0
2013,"Copiah County","05000US28029",10329.0
2012,"Butte County","05000US16023",10328.0
2010,"Hardin County","05000US17069",10328.0
2011,"Jenkins County","05000US13165",10327.0
2012,"McCracken County","05000US21145",10327.0
2011,"Kenton County, KY","05000US21117",10327.0
2011,"Greene County","05000US17061",10326.0
2011,"Hardeman County","05000US47069",10326.0
2010,"Leavenworth County","05000US20103",10326.0
2013,"La Salle County","05000US48283",10326.0
2010,"Houston County, GA","05000US13153",10326.0
2010,"Hinds County, MS","05000US28049",10325.0
2014,"Winkler County","05000US48495",10325.0
2012,"Montague County","05000US48337",10325.0
2012,"Goliad County","05000US48175",10325.0
2013,"Potter County, TX","05000US48375",10325.0
2012,"Jefferson County","05000US47089",10325.0
2014,"Burleson County","05000US48051",10324.0
2013,"Jackson County","05000US21109",10324.0
2012,"Passaic County, NJ","05000US34031",10324.0
2014,"Bulloch County","05000US13031",10323.0
2014,"Wayne County","05000US47181",10323.0
2010,"Oneida County","05000US16071",10323.0
2012,"Kenton County, KY","05000US21117",10322.0
2010,"Harnett County, NC","05000US37085",10322.0
2012,"Effingham County","05000US13103",10321.0
2014,"Vinton County","05000US39163",10321.0
2013,"Wyandotte County, KS","05000US20209",10321.0
2010,"Calhoun County","05000US05013",10321.0
2014,"Lamar County","05000US13171",10321.0
2013,"Raleigh County","05000US54081",10320.0
2013,"Cumberland County, NJ","05000US34011",10320.0
2010,"Morgan County, AL","05000US01103",10319.0
2011,"Hempstead County","05000US05057",10319.0
2011,"White County","05000US17193",10319.0
2010,"Russell County","05000US21207",10318.0
2011,"Anderson County","05000US48001",10318.0
2013,"Lackawanna County, PA","05000US42069",10318.0
2013,"Webster County","05000US21233",10317.0
2013,"Hood County","05000US48221",10317.0
2014,"Wilcox County","05000US13315",10316.0
2012,"Terrebonne Parish, LA","05000US22109",10316.0
2014,"Meade County","05000US21163",10316.0
2014,"Westchester County, NY","05000US36119",10315.0
2014,"Clay County","05000US54015",10314.0
2011,"Yadkin County","05000US37197",10314.0
2013,"Decatur County","05000US20039",10314.0
2013,"Pulaski County","05000US51155",10313.0
2014,"Stanton County","05000US20187",10313.0
2011,"Bartow County, GA","05000US13015",10313.0
2013,"Hughes County","05000US40063",10311.0
2011,"White County","05000US47185",10311.0
2010,"Lincoln County","05000US28085",10311.0
2013,"Upton County","05000US48461",10311.0
2011,"San Augustine County","05000US48405",10310.0
2012,"Navarro County","05000US48349",10310.0
2012,"Johnson County","05000US47091",10310.0
2010,"Winkler County","05000US48495",10310.0
2011,"Hamilton County","05000US48193",10309.0
2012,"Walton County","05000US13297",10308.0
2012,"Larue County","05000US21123",10307.0
2012,"Morris County","05000US20127",10307.0
2010,"Appling County","05000US13001",10307.0
2010,"Logan County","05000US21141",10306.0
2014,"Ohio County","05000US18115",10306.0
2011,"Lewis County","05000US21135",10305.0
2013,"Gallia County","05000US39053",10305.0
2011,"Spencer County","05000US18147",10305.0
2010,"Salem County","05000US34033",10305.0
2011,"St. John the Baptist Parish","05000US22095",10305.0
2012,"Desha County","05000US05041",10304.0
2014,"Madison County, IN","05000US18095",10304.0
2010,"Falls County","05000US48145",10304.0
2010,"Richmond County","05000US37153",10303.0
2012,"Elmore County","05000US01051",10302.0
2012,"Mason County","05000US17125",10302.0
2013,"Marshall County","05000US28093",10301.0
2013,"Thomas County","05000US20193",10301.0
2014,"Calcasieu Parish, LA","05000US22019",10300.0
2013,"McCulloch County","05000US48307",10300.0
2014,"Rooks County","05000US20163",10300.0
2012,"Comal County, TX","05000US48091",10299.0
2011,"Berkeley County, SC","05000US45015",10299.0
2013,"Passaic County, NJ","05000US34031",10299.0
2013,"Harnett County, NC","05000US37085",10299.0
2012,"Bucks County, PA","05000US42017",10298.0
2013,"Carter County","05000US21043",10298.0
2014,"Tillman County","05000US40141",10298.0
2013,"Pike County","05000US13231",10298.0
2012,"Ward County","05000US48475",10297.0
2012,"Knox County","05000US39083",10297.0
2011,"Lincoln County","05000US21137",10297.0
2014,"McNairy County","05000US47109",10296.0
2014,"Mineral County","05000US54057",10296.0
2014,"Jenkins County","05000US13165",10296.0
2011,"Gibson County","05000US47053",10295.0
2012,"Monmouth County, NJ","05000US34025",10295.0
2014,"Northampton County, PA","05000US42095",10295.0
2013,"Cleveland County","05000US05025",10295.0
2010,"Gordon County","05000US13129",10294.0
2014,"Jackson County","05000US12063",10294.0
2010,"Roscommon County","05000US26143",10294.0
2010,"Meigs County","05000US47121",10294.0
2011,"Orleans Parish, LA","05000US22071",10294.0
2013,"Okaloosa County, FL","05000US12091",10293.0
2010,"Warren County, OH","05000US39165",10292.0
2011,"Murray County","05000US13213",10292.0
2012,"Noxubee County","05000US28103",10292.0
2010,"Antelope County","05000US31003",10292.0
2010,"Clermont County, OH","05000US39025",10292.0
2014,"Wichita County","05000US20203",10291.0
2014,"Blair County, PA","05000US42013",10290.0
2014,"Dale County","05000US01045",10290.0
2010,"Nassau County","05000US12089",10290.0
2014,"Nemaha County","05000US31127",10289.0
2012,"Manatee County, FL","05000US12081",10289.0
2012,"Citrus County, FL","05000US12017",10289.0
2012,"Brown County","05000US39015",10289.0
2011,"Tift County","05000US13277",10289.0
2013,"Heard County","05000US13149",10288.0
2011,"Caldwell County","05000US21033",10287.0
2013,"Hockley County","05000US48219",10287.0
2011,"Fleming County","05000US21069",10287.0
2014,"Converse County","05000US56009",10286.0
2012,"Venango County","05000US42121",10286.0
2010,"Union County","05000US18161",10286.0
2014,"Stephens County","05000US13257",10286.0
2010,"Cherokee County","05000US20021",10286.0
2012,"Edgar County","05000US17045",10286.0
2014,"Citrus County, FL","05000US12017",10286.0
2012,"Stephens County","05000US40137",10284.0
2014,"Gloucester County, NJ","05000US34015",10284.0
2010,"Geneva County","05000US01061",10284.0
2013,"Blaine County","05000US40011",10283.0
2013,"Comanche County","05000US48093",10283.0
2012,"Lamar County","05000US28073",10283.0
2013,"Bulloch County","05000US13031",10283.0
2011,"Canadian County, OK","05000US40017",10283.0
2014,"Miller County","05000US13201",10283.0
2013,"St. Clair County","05000US01115",10283.0
2011,"Fayette County","05000US39047",10283.0
2011,"Martin County","05000US48317",10281.0
2010,"Ford County","05000US17053",10281.0
2011,"Darlington County","05000US45031",10281.0
2012,"Pike County","05000US28113",10281.0
2011,"Swisher County","05000US48437",10280.0
2013,"Gordon County","05000US13129",10280.0
2012,"Blount County","05000US01009",10280.0
2012,"Pontotoc County","05000US40123",10279.0
2012,"Huron County","05000US26063",10279.0
2012,"St. Johns County, FL","05000US12109",10279.0
2010,"Jefferson County","05000US17081",10279.0
2011,"Meade County","05000US21163",10278.0
2010,"Ashley County","05000US05003",10278.0
2014,"Jerome County","05000US16053",10278.0
2011,"Madison County, TN","05000US47113",10277.0
2011,"Tuscaloosa County, AL","05000US01125",10277.0
2012,"Pike County","05000US13231",10277.0
2014,"Tipton County","05000US18159",10276.0
2012,"Meigs County","05000US47121",10276.0
2010,"Beaver County, PA","05000US42007",10276.0
2012,"Ector County, TX","05000US48135",10274.0
2014,"Erie County","05000US39043",10274.0
2012,"Shelby County, AL","05000US01117",10274.0
2013,"Clay County","05000US01027",10274.0
2010,"Plymouth County, MA","05000US25023",10273.0
2011,"Rockland County, NY","05000US36087",10273.0
2012,"Tipton County","05000US18159",10273.0
2014,"Jackson County, MI","05000US26075",10272.0
2010,"Cape May County","05000US34009",10271.0
2011,"Crawford County","05000US39033",10271.0
2013,"Montgomery County, OH","05000US39113",10271.0
2012,"Falls County","05000US48145",10270.0
2014,"Guernsey County","05000US39059",10270.0
2011,"Warren County, KY","05000US21227",10270.0
2010,"Greene County","05000US47059",10270.0
2012,"White County","05000US18181",10269.0
2013,"Stevens County","05000US27149",10269.0
2014,"Coahoma County","05000US28027",10269.0
2010,"White County","05000US05145",10269.0
2011,"Geauga County","05000US39055",10268.0
2012,"Jersey County","05000US17083",10268.0
2014,"Antelope County","05000US31003",10268.0
2011,"Ector County, TX","05000US48135",10268.0
2013,"Rowan County","05000US21205",10268.0
2012,"Gibson County","05000US18051",10268.0
2010,"Lackawanna County, PA","05000US42069",10268.0
2011,"Bedford County","05000US47003",10267.0
2014,"Prince George County","05000US51149",10267.0
2014,"Leon County","05000US48289",10267.0
2010,"Bradley County, TN","05000US47011",10267.0
2010,"Tippah County","05000US28139",10267.0
2012,"Macon County","05000US29121",10267.0
2013,"Emporia city","05000US51595",10266.0
2011,"Catoosa County","05000US13047",10266.0
2010,"Lee County, FL","05000US12071",10266.0
2010,"Butler County, PA","05000US42019",10265.0
2010,"Madison County, IN","05000US18095",10265.0
2010,"Itawamba County","05000US28057",10265.0
2014,"Paulding County","05000US39125",10264.0
2014,"Monmouth County, NJ","05000US34025",10264.0
2013,"Cuyahoga County, OH","05000US39035",10264.0
2010,"Custer County","05000US31041",10263.0
2013,"Campbell County","05000US21037",10263.0
2013,"DeKalb County","05000US47041",10263.0
2014,"Manatee County, FL","05000US12081",10263.0
2014,"Taylor County, TX","05000US48441",10263.0
2010,"Fisher County","05000US48151",10262.0
2013,"Fayette County","05000US39047",10261.0
2012,"Grundy County","05000US17063",10261.0
2014,"Mississippi County","05000US05093",10261.0
2011,"Medina County, OH","05000US39103",10261.0
2012,"Ohio County","05000US21183",10260.0
2013,"Prentiss County","05000US28117",10260.0
2010,"Pike County","05000US01109",10260.0
2013,"Nassau County","05000US12089",10260.0
2011,"Pope County","05000US17151",10260.0
2014,"Yuma County","05000US08125",10259.0
2012,"Burleson County","05000US48051",10259.0
2011,"Yalobusha County","05000US28161",10259.0
2011,"Northwest Arctic Borough","05000US02188",10259.0
2013,"Marshall County","05000US20117",10258.0
2010,"Benton County","05000US28009",10258.0
2012,"White County","05000US17193",10258.0
2012,"Marshall County","05000US47117",10258.0
2013,"Creek County","05000US40037",10257.0
2011,"Jefferson County, KY","05000US21111",10257.0
2012,"Grant County","05000US05053",10257.0
2012,"Tuscaloosa County, AL","05000US01125",10256.0
2014,"Wilkinson County","05000US13319",10256.0
2010,"Rains County","05000US48379",10256.0
2013,"Chester County","05000US47023",10255.0
2010,"Freestone County","05000US48161",10254.0
2014,"Boyd County","05000US31015",10253.0
2011,"Franklin County","05000US17055",10253.0
2011,"Rutherford County, TN","05000US47149",10253.0
2013,"Barton County","05000US20009",10252.0
2014,"Hawkins County","05000US47073",10251.0
2011,"Passaic County, NJ","05000US34031",10250.0
2014,"Andrew County","05000US29003",10250.0
2014,"Turner County","05000US13287",10250.0
2011,"Bastrop County","05000US48021",10249.0
2010,"Franklin County","05000US17055",10249.0
2014,"Bristol city","05000US51520",10248.0
2012,"Nolan County","05000US48353",10248.0
2011,"Oklahoma County, OK","05000US40109",10247.0
2011,"Lincoln County","05000US28085",10247.0
2013,"Venango County","05000US42121",10247.0
2012,"Dillon County","05000US45033",10246.0
2010,"Lonoke County","05000US05085",10246.0
2013,"Polk County","05000US13233",10246.0
2014,"Lake County","05000US26085",10246.0
2012,"Gilchrist County","05000US12041",10245.0
2010,"Hopkins County","05000US48223",10245.0
2012,"Escambia County, FL","05000US12033",10244.0
2010,"McHenry County, IL","05000US17111",10244.0
2012,"Cherokee County","05000US20021",10243.0
2012,"Haskell County","05000US20081",10243.0
2012,"Crawford County","05000US26039",10242.0
2010,"Hocking County, OH","05000US39073",10242.0
2011,"Echols County","05000US13101",10242.0
2011,"Spotsylvania County, VA","05000US51177",10242.0
2011,"Nolan County","05000US48353",10240.0
2012,"Miami County, OH","05000US39109",10240.0
2011,"Fulton County","05000US21075",10240.0
2014,"Cotton County","05000US40033",10240.0
2014,"Fayette County","05000US47047",10240.0
2014,"Newton County","05000US18111",10239.0
2013,"Jefferson Parish, LA","05000US22051",10239.0
2012,"Lincoln County","05000US21137",10239.0
2013,"Graves County","05000US21083",10239.0
2013,"Manatee County, FL","05000US12081",10239.0
2013,"Perry County","05000US18123",10239.0
2011,"Citrus County, FL","05000US12017",10238.0
2014,"Beaver County, PA","05000US42007",10238.0
2012,"Mercer County, PA","05000US42085",10238.0
2013,"Alleghany County","05000US51005",10238.0
2012,"Attala County","05000US28007",10238.0
2013,"Jefferson County","05000US42065",10238.0
2011,"White County","05000US18181",10238.0
2011,"Goliad County","05000US48175",10238.0
2010,"Blount County","05000US01009",10238.0
2012,"Meade County","05000US20119",10237.0
2013,"Lafourche Parish","05000US22057",10237.0
2011,"Hancock County","05000US21091",10237.0
2013,"Beckham County","05000US40009",10236.0
2014,"Cape May County","05000US34009",10235.0
2014,"Webster County","05000US28155",10235.0
2012,"McHenry County, IL","05000US17111",10235.0
2010,"Gasconade County","05000US29073",10234.0
2010,"Bay County, MI","05000US26017",10234.0
2011,"Atkinson County","05000US13003",10234.0
2010,"Johnson County","05000US47091",10233.0
2011,"Sheridan County","05000US20179",10233.0
2014,"Monroe County","05000US13207",10233.0
2014,"Warren County, OH","05000US39165",10233.0
2011,"Colfax County","05000US31037",10233.0
2012,"Hamblen County","05000US47063",10233.0
2012,"Jackson County, MI","05000US26075",10233.0
2010,"Tallapoosa County","05000US01123",10232.0
2014,"Forsyth County, GA","05000US13117",10232.0
2013,"Lee County, FL","05000US12071",10231.0
2013,"Dimmit County","05000US48127",10231.0
2013,"Richland County","05000US17159",10231.0
2010,"Cimarron County","05000US40025",10231.0
2014,"Juniata County","05000US42067",10230.0
2014,"Gallia County","05000US39053",10230.0
2012,"Kane County, IL","05000US17089",10229.0
2013,"Johnston County, NC","05000US37101",10229.0
2013,"Schuyler County","05000US29197",10229.0
2012,"Ohio County","05000US54069",10228.0
2014,"Page County","05000US19145",10228.0
2011,"Cook County","05000US13075",10228.0
2013,"Cullman County","05000US01043",10227.0
2011,"Thurston County","05000US31173",10227.0
2010,"Elmore County","05000US01051",10227.0
2011,"Allen County, OH","05000US39003",10227.0
2010,"St. Louis city, MO","05000US29510",10227.0
2013,"Mifflin County","05000US42087",10226.0
2013,"Clearfield County","05000US42033",10226.0
2012,"Russell County","05000US21207",10226.0
2014,"Catoosa County","05000US13047",10226.0
2011,"Schuyler County","05000US17169",10226.0
2011,"Washington County, TN","05000US47179",10225.0
2012,"Gladwin County","05000US26051",10225.0
2013,"Turner County","05000US13287",10225.0
2010,"Lincoln County","05000US08073",10224.0
2012,"Noble County","05000US39121",10224.0
2010,"Mercer County, NJ","05000US34021",10223.0
2014,"Richland County","05000US17159",10222.0
2014,"Murray County","05000US13213",10222.0
2013,"Bladen County","05000US37017",10221.0
2011,"Marshall County","05000US28093",10221.0
2011,"Gallia County","05000US39053",10221.0
2010,"Marshall County","05000US21157",10220.0
2012,"Seminole County","05000US40133",10220.0
2010,"Butte County","05000US16023",10219.0
2014,"Switzerland County","05000US18155",10219.0
2012,"Martin County","05000US18101",10219.0
2012,"Huntingdon County","05000US42061",10219.0
2013,"Mercer County, NJ","05000US34021",10218.0
2013,"Haywood County","05000US47075",10217.0
2014,"Perry County","05000US29157",10217.0
2012,"Marshall County","05000US54051",10217.0
2011,"Douglas County, GA","05000US13097",10217.0
2011,"Dallas County","05000US01047",10217.0
2014,"Jackson County","05000US20085",10216.0
2013,"Rockland County, NY","05000US36087",10216.0
2012,"Oklahoma County, OK","05000US40109",10215.0
2011,"Jones County","05000US48253",10215.0
2010,"Nolan County","05000US48353",10215.0
2013,"Guadalupe County, TX","05000US48187",10215.0
2014,"Crawford County","05000US39033",10214.0
2011,"Randolph County","05000US18135",10214.0
2013,"Monmouth County, NJ","05000US34025",10214.0
2012,"Mifflin County","05000US42087",10213.0
2010,"Okaloosa County, FL","05000US12091",10213.0
2010,"Gilchrist County","05000US12041",10213.0
2014,"Iberia Parish","05000US22045",10213.0
2011,"Bryan County","05000US13029",10212.0
2013,"Lincoln County","05000US54043",10212.0
2010,"Doniphan County","05000US20043",10212.0
2014,"Kane County, IL","05000US17089",10212.0
2013,"Rains County","05000US48379",10212.0
2010,"Hardin County, KY","05000US21093",10212.0
2013,"Russell County","05000US51167",10212.0
2013,"Kenton County, KY","05000US21117",10211.0
2011,"Vanderburgh County, IN","05000US18163",10211.0
2011,"Washington County","05000US21229",10211.0
2010,"Hot Spring County","05000US05059",10211.0
2011,"Bristol city","05000US51520",10211.0
2011,"Wetzel County","05000US54103",10210.0
2012,"Cullman County","05000US01043",10210.0
2014,"Morgan County","05000US39115",10210.0
2011,"Spink County","05000US46115",10210.0
2013,"Wayne County","05000US28153",10210.0
2014,"Rush County","05000US20165",10209.0
2011,"Washita County","05000US40149",10209.0
2013,"Caddo County","05000US40015",10208.0
2012,"Bedford County","05000US47003",10208.0
2011,"Crawford County","05000US26039",10208.0
2010,"Clay County","05000US18021",10208.0
2013,"Lewis County","05000US47101",10208.0
2013,"Rankin County, MS","05000US28121",10208.0
2011,"Marshall County","05000US54051",10207.0
2014,"Carroll County","05000US29033",10207.0
2011,"Barton County","05000US20009",10207.0
2010,"Chattooga County","05000US13055",10207.0
2013,"Bucks County, PA","05000US42017",10207.0
2012,"Harlan County","05000US31083",10206.0
2014,"Lincoln County","05000US31111",10206.0
2013,"Haskell County","05000US48207",10206.0
2011,"Monroe County","05000US47123",10206.0
2013,"Madison County, IN","05000US18095",10206.0
2010,"Pickens County","05000US01107",10205.0
2013,"Floyd County","05000US18043",10204.0
2013,"Harlan County","05000US31083",10204.0
2014,"Chilton County","05000US01021",10204.0
2012,"Rains County","05000US48379",10204.0
2010,"Clay County","05000US17025",10204.0
2011,"Calhoun County","05000US54013",10204.0
2010,"Morrow County","05000US39117",10203.0
2013,"Darke County","05000US39037",10203.0
2010,"Poinsett County","05000US05111",10203.0
2014,"Edwards County","05000US20047",10202.0
2010,"Bucks County, PA","05000US42017",10202.0
2014,"Kenton County, KY","05000US21117",10202.0
2012,"Vermillion County","05000US18165",10202.0
2014,"Madison County","05000US13195",10202.0
2013,"Tipton County","05000US18159",10202.0
2011,"Tippecanoe County, IN","05000US18157",10202.0
2012,"Putnam County","05000US13237",10201.0
2014,"Armstrong County","05000US42005",10201.0
2014,"Robertson County","05000US21201",10201.0
2011,"Calhoun County","05000US28013",10201.0
2012,"Juab County","05000US49023",10201.0
2010,"Wilcox County","05000US13315",10201.0
2013,"Piatt County","05000US17147",10200.0
2014,"Schley County","05000US13249",10200.0
2011,"Guadalupe County, TX","05000US48187",10199.0
2012,"Travis County, TX","05000US48453",10199.0
2012,"Kiowa County","05000US40075",10199.0
2014,"Freestone County","05000US48161",10199.0
2010,"Massac County","05000US17127",10199.0
2014,"Henry County","05000US29083",10198.0
2014,"Monroe County","05000US17133",10198.0
2011,"Madison County","05000US21151",10198.0
2014,"Montgomery County, OH","05000US39113",10198.0
2011,"St. Louis city, MO","05000US29510",10197.0
2014,"Schuyler County","05000US29197",10197.0
2013,"Choctaw County","05000US28019",10197.0
2013,"Erie County","05000US39043",10196.0
2011,"Grayson County","05000US51077",10196.0
2011,"Camden County, NJ","05000US34007",10196.0
2013,"Pointe Coupee Parish","05000US22077",10196.0
2011,"McKean County","05000US42083",10196.0
2010,"Twiggs County","05000US13289",10196.0
2011,"Perry County","05000US39127",10194.0
2013,"Fayette County","05000US47047",10193.0
2014,"Daviess County","05000US29061",10193.0
2012,"Platte County","05000US29165",10193.0
2013,"Rooks County","05000US20163",10193.0
2013,"Gentry County","05000US29075",10192.0
2011,"Bronx County, NY","05000US36005",10192.0
2014,"Coryell County","05000US48099",10192.0
2014,"Saginaw County, MI","05000US26145",10191.0
2011,"Cass County","05000US48067",10191.0
2013,"Clare County","05000US26035",10191.0
2011,"Morgan County","05000US18109",10191.0
2012,"Brown County","05000US48049",10191.0
2011,"Navarro County","05000US48349",10190.0
2014,"Pottawatomie County","05000US40125",10190.0
2012,"Roscommon County","05000US26143",10190.0
2013,"Hawkins County","05000US47073",10190.0
2010,"Sullivan County","05000US18153",10189.0
2011,"San Bernardino County, CA","05000US06071",10189.0
2013,"Cocke County","05000US47029",10188.0
2014,"Rankin County, MS","05000US28121",10188.0
2013,"Henry County","05000US21103",10188.0
2011,"Hendricks County, IN","05000US18063",10188.0
2010,"Arenac County","05000US26011",10188.0
2012,"Mayes County","05000US40097",10188.0
2011,"Wagoner County","05000US40145",10188.0
2013,"Pike County","05000US28113",10187.0
