Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2004,2004 Annual,Air Pollution,Alabama,43.0,14.5,0.59,,,AHR data,
2004,2004 Annual,Air Pollution,Alaska,4.0,6.0,-2.0,,,AHR data,
2004,2004 Annual,Air Pollution,Arizona,13.0,9.3,-1.21,,,AHR data,
2004,2004 Annual,Air Pollution,Arkansas,28.0,11.7,-0.38,,,AHR data,
2004,2004 Annual,Air Pollution,California,50.0,16.5,1.27,,,AHR data,
2004,2004 Annual,Air Pollution,Colorado,9.0,8.2,-1.58,,,AHR data,
2004,2004 Annual,Air Pollution,Connecticut,38.0,13.6,0.28,,,AHR data,
2004,2004 Annual,Air Pollution,Delaware,46.0,14.8,0.69,,,AHR data,
2004,2004 Annual,Air Pollution,Florida,12.0,9.2,-1.24,,,AHR data,
2004,2004 Annual,Air Pollution,Georgia,48.0,15.3,0.86,,,AHR data,
2004,2004 Annual,Air Pollution,Hawaii,2.0,5.5,-2.0,,,AHR data,
2004,2004 Annual,Air Pollution,Idaho,5.0,6.5,-2.0,,,AHR data,
2004,2004 Annual,Air Pollution,Illinois,45.0,14.7,0.65,,,AHR data,
2004,2004 Annual,Air Pollution,Indiana,44.0,14.6,0.62,,,AHR data,
2004,2004 Annual,Air Pollution,Iowa,23.0,10.9,-0.65,,,AHR data,
2004,2004 Annual,Air Pollution,Kansas,25.0,11.0,-0.62,,,AHR data,
2004,2004 Annual,Air Pollution,Kentucky,42.0,14.1,0.45,,,AHR data,
2004,2004 Annual,Air Pollution,Louisiana,27.0,11.5,-0.45,,,AHR data,
2004,2004 Annual,Air Pollution,Maine,21.0,10.8,-0.69,,,AHR data,
2004,2004 Annual,Air Pollution,Maryland,36.0,13.2,0.14,,,AHR data,
2004,2004 Annual,Air Pollution,Massachusetts,23.0,10.9,-0.65,,,AHR data,
2004,2004 Annual,Air Pollution,Michigan,39.0,13.9,0.38,,,AHR data,
2004,2004 Annual,Air Pollution,Minnesota,13.0,9.3,-1.21,,,AHR data,
2004,2004 Annual,Air Pollution,Mississippi,30.0,12.7,-0.03,,,AHR data,
2004,2004 Annual,Air Pollution,Missouri,30.0,12.7,-0.03,,,AHR data,
2004,2004 Annual,Air Pollution,Montana,8.0,8.1,-1.62,,,AHR data,
2004,2004 Annual,Air Pollution,Nebraska,7.0,7.9,-1.69,,,AHR data,
2004,2004 Annual,Air Pollution,Nevada,15.0,9.4,-1.17,,,AHR data,
2004,2004 Annual,Air Pollution,New Hampshire,18.0,9.8,-1.03,,,AHR data,
2004,2004 Annual,Air Pollution,New Jersey,37.0,13.3,0.17,,,AHR data,
2004,2004 Annual,Air Pollution,New Mexico,10.0,8.3,-1.55,,,AHR data,
2004,2004 Annual,Air Pollution,New York,34.0,13.0,0.07,,,AHR data,
2004,2004 Annual,Air Pollution,North Carolina,33.0,12.9,0.03,,,AHR data,
2004,2004 Annual,Air Pollution,North Dakota,3.0,5.7,-2.0,,,AHR data,
2004,2004 Annual,Air Pollution,Ohio,47.0,15.0,0.76,,,AHR data,
2004,2004 Annual,Air Pollution,Oklahoma,20.0,10.4,-0.83,,,AHR data,
2004,2004 Annual,Air Pollution,Oregon,6.0,7.7,-1.76,,,AHR data,
2004,2004 Annual,Air Pollution,Pennsylvania,49.0,15.6,0.96,,,AHR data,
2004,2004 Annual,Air Pollution,Rhode Island,26.0,11.3,-0.52,,,AHR data,
2004,2004 Annual,Air Pollution,South Carolina,30.0,12.7,-0.03,,,AHR data,
2004,2004 Annual,Air Pollution,South Dakota,11.0,8.5,-1.48,,,AHR data,
2004,2004 Annual,Air Pollution,Tennessee,40.0,14.0,0.41,,,AHR data,
2004,2004 Annual,Air Pollution,Texas,29.0,11.9,-0.31,,,AHR data,
2004,2004 Annual,Air Pollution,Utah,19.0,10.2,-0.9,,,AHR data,
2004,2004 Annual,Air Pollution,Vermont,17.0,9.7,-1.07,,,AHR data,
2004,2004 Annual,Air Pollution,Virginia,35.0,13.1,0.1,,,AHR data,
2004,2004 Annual,Air Pollution,Washington,15.0,9.4,-1.17,,,AHR data,
2004,2004 Annual,Air Pollution,West Virginia,40.0,14.0,0.41,,,AHR data,
2004,2004 Annual,Air Pollution,Wisconsin,21.0,10.8,-0.69,,,AHR data,
2004,2004 Annual,Air Pollution,Wyoming,1.0,5.2,-2.0,,,AHR data,
2004,2004 Annual,Air Pollution,United States,,12.8,,,,AHR data,
2004,2004 Annual,Air Pollution,District of Columbia,,12.5,,,,AHR data,
2004,2004 Annual,All Determinants,Alaska,36.0,-0.17800000000000002,,,,AHR data,
2004,2004 Annual,All Determinants,Arizona,32.0,-0.022000000000000002,,,,AHR data,
2004,2004 Annual,All Determinants,Arkansas,46.0,-0.285,,,,AHR data,
2004,2004 Annual,All Determinants,California,20.0,0.134,,,,AHR data,
2004,2004 Annual,All Determinants,Colorado,16.0,0.272,,,,AHR data,
2004,2004 Annual,All Determinants,Alabama,43.0,-0.248,,,,AHR data,
2004,2004 Annual,All Determinants,Connecticut,5.0,0.512,,,,AHR data,
2004,2004 Annual,All Determinants,Delaware,25.0,0.078,,,,AHR data,
2004,2004 Annual,All Determinants,Florida,44.0,-0.254,,,,AHR data,
2004,2004 Annual,All Determinants,Georgia,41.0,-0.244,,,,AHR data,
2004,2004 Annual,All Determinants,Hawaii,7.0,0.442,,,,AHR data,
2004,2004 Annual,All Determinants,Idaho,18.0,0.19699999999999998,,,,AHR data,
2004,2004 Annual,All Determinants,Illinois,30.0,0.031,,,,AHR data,
2004,2004 Annual,All Determinants,Indiana,31.0,0.009000000000000001,,,,AHR data,
2004,2004 Annual,All Determinants,Iowa,11.0,0.37,,,,AHR data,
2004,2004 Annual,All Determinants,Kansas,15.0,0.28300000000000003,,,,AHR data,
2004,2004 Annual,All Determinants,Kentucky,37.0,-0.18600000000000003,,,,AHR data,
2004,2004 Annual,All Determinants,Louisiana,50.0,-0.517,,,,AHR data,
2004,2004 Annual,All Determinants,Maine,10.0,0.377,,,,AHR data,
2004,2004 Annual,All Determinants,Maryland,22.0,0.102,,,,AHR data,
2004,2004 Annual,All Determinants,Massachusetts,4.0,0.544,,,,AHR data,
2004,2004 Annual,All Determinants,Michigan,28.0,0.049,,,,AHR data,
2004,2004 Annual,All Determinants,Minnesota,3.0,0.5589999999999999,,,,AHR data,
2004,2004 Annual,All Determinants,Mississippi,49.0,-0.45799999999999996,,,,AHR data,
2004,2004 Annual,All Determinants,Missouri,33.0,-0.037000000000000005,,,,AHR data,
2004,2004 Annual,All Determinants,Montana,26.0,0.071,,,,AHR data,
2004,2004 Annual,All Determinants,Nebraska,14.0,0.284,,,,AHR data,
2004,2004 Annual,All Determinants,Nevada,38.0,-0.195,,,,AHR data,
2004,2004 Annual,All Determinants,New Hampshire,2.0,0.65,,,,AHR data,
2004,2004 Annual,All Determinants,New Jersey,13.0,0.297,,,,AHR data,
2004,2004 Annual,All Determinants,New Mexico,47.0,-0.37799999999999995,,,,AHR data,
2004,2004 Annual,All Determinants,New York,34.0,-0.095,,,,AHR data,
2004,2004 Annual,All Determinants,North Carolina,39.0,-0.212,,,,AHR data,
2004,2004 Annual,All Determinants,North Dakota,8.0,0.41,,,,AHR data,
2004,2004 Annual,All Determinants,Ohio,21.0,0.131,,,,AHR data,
2004,2004 Annual,All Determinants,Oklahoma,35.0,-0.15,,,,AHR data,
2004,2004 Annual,All Determinants,Oregon,23.0,0.095,,,,AHR data,
2004,2004 Annual,All Determinants,Pennsylvania,29.0,0.037000000000000005,,,,AHR data,
2004,2004 Annual,All Determinants,Rhode Island,12.0,0.35,,,,AHR data,
2004,2004 Annual,All Determinants,South Carolina,48.0,-0.39,,,,AHR data,
2004,2004 Annual,All Determinants,South Dakota,24.0,0.086,,,,AHR data,
2004,2004 Annual,All Determinants,Tennessee,45.0,-0.27399999999999997,,,,AHR data,
2004,2004 Annual,All Determinants,Texas,40.0,-0.23600000000000002,,,,AHR data,
2004,2004 Annual,All Determinants,United States,,,,,,AHR data,
2004,2004 Annual,All Determinants,Utah,6.0,0.46299999999999997,,,,AHR data,
2004,2004 Annual,All Determinants,Vermont,1.0,0.687,,,,AHR data,
2004,2004 Annual,All Determinants,Virginia,17.0,0.261,,,,AHR data,
2004,2004 Annual,All Determinants,Washington,19.0,0.18600000000000003,,,,AHR data,
2004,2004 Annual,All Determinants,West Virginia,42.0,-0.245,,,,AHR data,
2004,2004 Annual,All Determinants,Wisconsin,9.0,0.401,,,,AHR data,
2004,2004 Annual,All Determinants,Wyoming,27.0,0.068,,,,AHR data,
2004,2004 Annual,All Outcomes,Alaska,14.0,0.282,,,,AHR data,
2004,2004 Annual,All Outcomes,Arizona,16.0,0.259,,,,AHR data,
2004,2004 Annual,All Outcomes,Arkansas,43.0,-0.489,,,,AHR data,
2004,2004 Annual,All Outcomes,California,17.0,0.242,,,,AHR data,
2004,2004 Annual,All Outcomes,Colorado,4.0,0.45899999999999996,,,,AHR data,
2004,2004 Annual,All Outcomes,Connecticut,6.0,0.409,,,,AHR data,
2004,2004 Annual,All Outcomes,Delaware,37.0,-0.21,,,,AHR data,
2004,2004 Annual,All Outcomes,Florida,24.0,0.114,,,,AHR data,
2004,2004 Annual,All Outcomes,Georgia,41.0,-0.302,,,,AHR data,
2004,2004 Annual,All Outcomes,Hawaii,1.0,0.591,,,,AHR data,
2004,2004 Annual,All Outcomes,Idaho,21.0,0.166,,,,AHR data,
2004,2004 Annual,All Outcomes,Illinois,31.0,-0.1,,,,AHR data,
2004,2004 Annual,All Outcomes,Indiana,39.0,-0.29,,,,AHR data,
2004,2004 Annual,All Outcomes,Iowa,11.0,0.304,,,,AHR data,
2004,2004 Annual,All Outcomes,Kansas,25.0,0.102,,,,AHR data,
2004,2004 Annual,All Outcomes,Kentucky,45.0,-0.527,,,,AHR data,
2004,2004 Annual,All Outcomes,Louisiana,48.0,-0.589,,,,AHR data,
2004,2004 Annual,All Outcomes,Maine,21.0,0.166,,,,AHR data,
2004,2004 Annual,All Outcomes,Maryland,32.0,-0.106,,,,AHR data,
2004,2004 Annual,All Outcomes,Alabama,46.0,-0.541,,,,AHR data,
2004,2004 Annual,All Outcomes,Massachusetts,9.0,0.35100000000000003,,,,AHR data,
2004,2004 Annual,All Outcomes,Michigan,36.0,-0.191,,,,AHR data,
2004,2004 Annual,All Outcomes,Minnesota,3.0,0.54,,,,AHR data,
2004,2004 Annual,All Outcomes,Mississippi,50.0,-0.6920000000000001,,,,AHR data,
2004,2004 Annual,All Outcomes,Missouri,40.0,-0.29600000000000004,,,,AHR data,
2004,2004 Annual,All Outcomes,Montana,26.0,0.098,,,,AHR data,
2004,2004 Annual,All Outcomes,Nebraska,15.0,0.27899999999999997,,,,AHR data,
2004,2004 Annual,All Outcomes,Nevada,34.0,-0.168,,,,AHR data,
2004,2004 Annual,All Outcomes,New Hampshire,5.0,0.418,,,,AHR data,
2004,2004 Annual,All Outcomes,New Jersey,27.0,0.094,,,,AHR data,
2004,2004 Annual,All Outcomes,New Mexico,10.0,0.306,,,,AHR data,
2004,2004 Annual,All Outcomes,New York,23.0,0.151,,,,AHR data,
2004,2004 Annual,All Outcomes,North Carolina,35.0,-0.17600000000000002,,,,AHR data,
2004,2004 Annual,All Outcomes,North Dakota,7.0,0.392,,,,AHR data,
2004,2004 Annual,All Outcomes,Ohio,38.0,-0.231,,,,AHR data,
2004,2004 Annual,All Outcomes,Oklahoma,44.0,-0.509,,,,AHR data,
2004,2004 Annual,All Outcomes,Oregon,20.0,0.17800000000000002,,,,AHR data,
2004,2004 Annual,All Outcomes,Pennsylvania,33.0,-0.111,,,,AHR data,
2004,2004 Annual,All Outcomes,Rhode Island,18.0,0.19,,,,AHR data,
2004,2004 Annual,All Outcomes,South Carolina,42.0,-0.353,,,,AHR data,
2004,2004 Annual,All Outcomes,South Dakota,12.0,0.28600000000000003,,,,AHR data,
