Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
1999,1999 Annual,All Determinants,Arizona,45.0,-0.40700000000000003,,,,AHR data,
1999,1999 Annual,All Determinants,Arkansas,48.0,-0.426,,,,AHR data,
1999,1999 Annual,All Determinants,California,25.0,0.078,,,,AHR data,
1999,1999 Annual,All Determinants,Colorado,17.0,0.297,,,,AHR data,
1999,1999 Annual,All Determinants,Alabama,38.0,-0.259,,,,AHR data,
1999,1999 Annual,All Determinants,Alaska,35.0,-0.155,,,,AHR data,
1999,1999 Annual,All Determinants,Connecticut,2.0,0.556,,,,AHR data,
1999,1999 Annual,All Determinants,Delaware,33.0,-0.099,,,,AHR data,
1999,1999 Annual,All Determinants,Florida,43.0,-0.31,,,,AHR data,
1999,1999 Annual,All Determinants,Georgia,34.0,-0.129,,,,AHR data,
1999,1999 Annual,All Determinants,Hawaii,10.0,0.364,,,,AHR data,
1999,1999 Annual,All Determinants,Idaho,27.0,0.065,,,,AHR data,
1999,1999 Annual,All Determinants,Illinois,19.0,0.196,,,,AHR data,
1999,1999 Annual,All Determinants,Indiana,24.0,0.092,,,,AHR data,
1999,1999 Annual,All Determinants,Iowa,15.0,0.307,,,,AHR data,
1999,1999 Annual,All Determinants,Kansas,18.0,0.24,,,,AHR data,
1999,1999 Annual,All Determinants,Kentucky,37.0,-0.223,,,,AHR data,
1999,1999 Annual,All Determinants,Louisiana,50.0,-0.512,,,,AHR data,
1999,1999 Annual,All Determinants,Maine,6.0,0.441,,,,AHR data,
1999,1999 Annual,All Determinants,Maryland,16.0,0.306,,,,AHR data,
1999,1999 Annual,All Determinants,Massachusetts,4.0,0.512,,,,AHR data,
1999,1999 Annual,All Determinants,Michigan,28.0,0.017,,,,AHR data,
1999,1999 Annual,All Determinants,Minnesota,1.0,0.595,,,,AHR data,
1999,1999 Annual,All Determinants,Mississippi,47.0,-0.419,,,,AHR data,
1999,1999 Annual,All Determinants,Missouri,31.0,-0.049,,,,AHR data,
1999,1999 Annual,All Determinants,Montana,30.0,-0.019,,,,AHR data,
1999,1999 Annual,All Determinants,Nebraska,14.0,0.312,,,,AHR data,
1999,1999 Annual,All Determinants,Nevada,45.0,-0.40700000000000003,,,,AHR data,
1999,1999 Annual,All Determinants,New Hampshire,2.0,0.556,,,,AHR data,
1999,1999 Annual,All Determinants,New Jersey,13.0,0.317,,,,AHR data,
1999,1999 Annual,All Determinants,New Mexico,49.0,-0.474,,,,AHR data,
1999,1999 Annual,All Determinants,New York,36.0,-0.213,,,,AHR data,
1999,1999 Annual,All Determinants,North Carolina,32.0,-0.078,,,,AHR data,
1999,1999 Annual,All Determinants,North Dakota,20.0,0.184,,,,AHR data,
1999,1999 Annual,All Determinants,Ohio,23.0,0.122,,,,AHR data,
1999,1999 Annual,All Determinants,Oklahoma,40.0,-0.278,,,,AHR data,
1999,1999 Annual,All Determinants,Oregon,22.0,0.149,,,,AHR data,
1999,1999 Annual,All Determinants,Pennsylvania,21.0,0.16899999999999998,,,,AHR data,
1999,1999 Annual,All Determinants,Rhode Island,12.0,0.32899999999999996,,,,AHR data,
1999,1999 Annual,All Determinants,South Carolina,44.0,-0.39899999999999997,,,,AHR data,
1999,1999 Annual,All Determinants,South Dakota,26.0,0.077,,,,AHR data,
1999,1999 Annual,All Determinants,Tennessee,41.0,-0.282,,,,AHR data,
1999,1999 Annual,All Determinants,Texas,38.0,-0.259,,,,AHR data,
1999,1999 Annual,All Determinants,United States,,,,,,AHR data,
1999,1999 Annual,All Determinants,Utah,8.0,0.39799999999999996,,,,AHR data,
1999,1999 Annual,All Determinants,Vermont,7.0,0.431,,,,AHR data,
1999,1999 Annual,All Determinants,Virginia,9.0,0.381,,,,AHR data,
1999,1999 Annual,All Determinants,Washington,11.0,0.33299999999999996,,,,AHR data,
1999,1999 Annual,All Determinants,West Virginia,42.0,-0.309,,,,AHR data,
1999,1999 Annual,All Determinants,Wisconsin,5.0,0.475,,,,AHR data,
1999,1999 Annual,All Determinants,Wyoming,29.0,0.009000000000000001,,,,AHR data,
1999,1999 Annual,All Outcomes,Alaska,15.0,0.264,,,,AHR data,
1999,1999 Annual,All Outcomes,Arizona,21.0,0.212,,,,AHR data,
1999,1999 Annual,All Outcomes,Arkansas,44.0,-0.37200000000000005,,,,AHR data,
1999,1999 Annual,All Outcomes,California,18.0,0.251,,,,AHR data,
1999,1999 Annual,All Outcomes,Colorado,5.0,0.496,,,,AHR data,
1999,1999 Annual,All Outcomes,Connecticut,16.0,0.263,,,,AHR data,
1999,1999 Annual,All Outcomes,Delaware,40.0,-0.27,,,,AHR data,
1999,1999 Annual,All Outcomes,Florida,26.0,0.08900000000000001,,,,AHR data,
1999,1999 Annual,All Outcomes,Georgia,40.0,-0.27,,,,AHR data,
1999,1999 Annual,All Outcomes,Hawaii,1.0,0.69,,,,AHR data,
1999,1999 Annual,All Outcomes,Idaho,4.0,0.521,,,,AHR data,
1999,1999 Annual,All Outcomes,Illinois,35.0,-0.162,,,,AHR data,
1999,1999 Annual,All Outcomes,Indiana,36.0,-0.17600000000000002,,,,AHR data,
1999,1999 Annual,All Outcomes,Iowa,13.0,0.29600000000000004,,,,AHR data,
1999,1999 Annual,All Outcomes,Kansas,24.0,0.1,,,,AHR data,
1999,1999 Annual,All Outcomes,Kentucky,46.0,-0.41,,,,AHR data,
1999,1999 Annual,All Outcomes,Louisiana,49.0,-0.495,,,,AHR data,
1999,1999 Annual,All Outcomes,Maine,19.0,0.249,,,,AHR data,
1999,1999 Annual,All Outcomes,Maryland,32.0,-0.133,,,,AHR data,
1999,1999 Annual,All Outcomes,Alabama,48.0,-0.494,,,,AHR data,
1999,1999 Annual,All Outcomes,Massachusetts,11.0,0.349,,,,AHR data,
1999,1999 Annual,All Outcomes,Michigan,31.0,-0.08900000000000001,,,,AHR data,
1999,1999 Annual,All Outcomes,Minnesota,7.0,0.442,,,,AHR data,
1999,1999 Annual,All Outcomes,Mississippi,50.0,-0.574,,,,AHR data,
1999,1999 Annual,All Outcomes,Missouri,38.0,-0.195,,,,AHR data,
1999,1999 Annual,All Outcomes,Montana,17.0,0.257,,,,AHR data,
1999,1999 Annual,All Outcomes,Nebraska,23.0,0.14300000000000002,,,,AHR data,
1999,1999 Annual,All Outcomes,Nevada,37.0,-0.188,,,,AHR data,
1999,1999 Annual,All Outcomes,New Hampshire,12.0,0.342,,,,AHR data,
1999,1999 Annual,All Outcomes,New Jersey,29.0,0.0,,,,AHR data,
1999,1999 Annual,All Outcomes,New Mexico,10.0,0.373,,,,AHR data,
1999,1999 Annual,All Outcomes,New York,30.0,-0.055999999999999994,,,,AHR data,
1999,1999 Annual,All Outcomes,North Carolina,39.0,-0.205,,,,AHR data,
1999,1999 Annual,All Outcomes,North Dakota,2.0,0.631,,,,AHR data,
1999,1999 Annual,All Outcomes,Ohio,34.0,-0.142,,,,AHR data,
1999,1999 Annual,All Outcomes,Oklahoma,43.0,-0.305,,,,AHR data,
1999,1999 Annual,All Outcomes,Oregon,14.0,0.27699999999999997,,,,AHR data,
1999,1999 Annual,All Outcomes,Pennsylvania,33.0,-0.14,,,,AHR data,
1999,1999 Annual,All Outcomes,Rhode Island,22.0,0.20800000000000002,,,,AHR data,
1999,1999 Annual,All Outcomes,South Carolina,42.0,-0.292,,,,AHR data,
1999,1999 Annual,All Outcomes,South Dakota,6.0,0.474,,,,AHR data,
1999,1999 Annual,All Outcomes,Tennessee,45.0,-0.39899999999999997,,,,AHR data,
1999,1999 Annual,All Outcomes,Texas,27.0,0.061,,,,AHR data,
1999,1999 Annual,All Outcomes,United States,,,,,,AHR data,
1999,1999 Annual,All Outcomes,Utah,3.0,0.623,,,,AHR data,
1999,1999 Annual,All Outcomes,Vermont,24.0,0.1,,,,AHR data,
1999,1999 Annual,All Outcomes,Virginia,28.0,0.013999999999999999,,,,AHR data,
1999,1999 Annual,All Outcomes,Washington,8.0,0.385,,,,AHR data,
1999,1999 Annual,All Outcomes,West Virginia,47.0,-0.483,,,,AHR data,
1999,1999 Annual,All Outcomes,Wisconsin,20.0,0.21600000000000003,,,,AHR data,
1999,1999 Annual,All Outcomes,Wyoming,9.0,0.377,,,,AHR data,
1999,1999 Annual,Binge Drinking,Alabama,15.0,12.6,-0.46,14.5,10.7,AHR data,
1999,1999 Annual,Binge Drinking,Alaska,46.0,18.1,1.03,21.2,15.0,AHR data,
1999,1999 Annual,Binge Drinking,Arizona,14.0,11.9,-0.65,14.2,9.6,AHR data,
1999,1999 Annual,Binge Drinking,Arkansas,6.0,9.0,-1.44,10.7,7.5,AHR data,
1999,1999 Annual,Binge Drinking,California,33.0,15.3,0.27,17.1,13.6,AHR data,
1999,1999 Annual,Binge Drinking,Colorado,35.0,15.9,0.43,18.0,13.8,AHR data,
1999,1999 Annual,Binge Drinking,Connecticut,30.0,15.0,0.19,17.3,12.7,AHR data,
1999,1999 Annual,Binge Drinking,Delaware,11.0,10.7,-0.98,12.3,9.1,AHR data,
1999,1999 Annual,Binge Drinking,Florida,18.0,13.2,-0.3,14.5,11.9,AHR data,
1999,1999 Annual,Binge Drinking,Georgia,12.0,10.8,-0.95,12.4,9.2,AHR data,
1999,1999 Annual,Binge Drinking,Hawaii,31.0,15.1,0.22,17.0,13.2,AHR data,
1999,1999 Annual,Binge Drinking,Idaho,24.0,14.3,0.0,15.8,12.8,AHR data,
1999,1999 Annual,Binge Drinking,Illinois,31.0,15.1,0.22,17.3,12.9,AHR data,
1999,1999 Annual,Binge Drinking,Indiana,16.0,12.7,-0.43,14.3,11.1,AHR data,
1999,1999 Annual,Binge Drinking,Iowa,44.0,18.0,1.01,19.5,16.5,AHR data,
1999,1999 Annual,Binge Drinking,Kansas,20.0,13.7,-0.16,15.5,11.9,AHR data,
1999,1999 Annual,Binge Drinking,Kentucky,10.0,9.6,-1.28,11.1,8.2,AHR data,
1999,1999 Annual,Binge Drinking,Louisiana,28.0,14.7,0.11,16.8,12.6,AHR data,
1999,1999 Annual,Binge Drinking,Maine,17.0,12.9,-0.38,15.1,10.7,AHR data,
1999,1999 Annual,Binge Drinking,Maryland,2.0,7.4,-1.87,8.4,6.4,AHR data,
1999,1999 Annual,Binge Drinking,Massachusetts,44.0,18.0,1.01,20.2,15.7,AHR data,
1999,1999 Annual,Binge Drinking,Michigan,48.0,18.6,1.17,20.3,16.9,AHR data,
1999,1999 Annual,Binge Drinking,Minnesota,40.0,16.8,0.68,18.2,15.4,AHR data,
1999,1999 Annual,Binge Drinking,Mississippi,8.0,9.2,-1.39,11.0,7.4,AHR data,
1999,1999 Annual,Binge Drinking,Missouri,28.0,14.7,0.11,16.8,12.6,AHR data,
1999,1999 Annual,Binge Drinking,Montana,22.0,14.2,-0.03,16.4,12.2,AHR data,
1999,1999 Annual,Binge Drinking,Nebraska,37.0,16.2,0.52,18.2,14.2,AHR data,
1999,1999 Annual,Binge Drinking,Nevada,49.0,19.2,1.33,22.8,15.6,AHR data,
1999,1999 Annual,Binge Drinking,New Hampshire,38.0,16.5,0.6,18.8,14.2,AHR data,
1999,1999 Annual,Binge Drinking,New Jersey,19.0,13.4,-0.24,15.9,11.5,AHR data,
1999,1999 Annual,Binge Drinking,New Mexico,26.0,14.4,0.03,16.7,12.0,AHR data,
1999,1999 Annual,Binge Drinking,New York,12.0,10.8,-0.95,12.6,9.0,AHR data,
1999,1999 Annual,Binge Drinking,North Carolina,4.0,7.9,-1.74,9.0,6.8,AHR data,
1999,1999 Annual,Binge Drinking,North Dakota,43.0,17.7,0.92,19.7,15.7,AHR data,
1999,1999 Annual,Binge Drinking,Ohio,7.0,9.1,-1.41,11.1,7.3,AHR data,
1999,1999 Annual,Binge Drinking,Oklahoma,4.0,7.9,-1.74,9.7,6.1,AHR data,
1999,1999 Annual,Binge Drinking,Oregon,22.0,14.2,-0.03,15.8,12.6,AHR data,
1999,1999 Annual,Binge Drinking,Pennsylvania,42.0,17.4,0.84,19.2,15.6,AHR data,
1999,1999 Annual,Binge Drinking,Rhode Island,41.0,17.1,0.76,19.4,14.8,AHR data,
1999,1999 Annual,Binge Drinking,South Carolina,9.0,9.5,-1.3,11.1,7.9,AHR data,
1999,1999 Annual,Binge Drinking,South Dakota,47.0,18.5,1.14,20.4,16.6,AHR data,
1999,1999 Annual,Binge Drinking,Tennessee,1.0,6.5,-2.0,7.6,5.4,AHR data,
1999,1999 Annual,Binge Drinking,Texas,39.0,16.6,0.62,18.7,14.5,AHR data,
1999,1999 Annual,Binge Drinking,Utah,24.0,,0.0,,,AHR data,
1999,1999 Annual,Binge Drinking,Vermont,36.0,16.1,0.49,17.9,14.3,AHR data,
