Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2013,2013 Annual,Air Pollution,Alabama,40.0,10.7,0.21,,,AHR data,
2013,2013 Annual,Air Pollution,Alaska,2.0,5.4,-2.0,,,AHR data,
2013,2013 Annual,Air Pollution,Arizona,28.0,9.6,-0.37,,,AHR data,
2013,2013 Annual,Air Pollution,Arkansas,40.0,10.7,0.21,,,AHR data,
2013,2013 Annual,Air Pollution,California,50.0,15.1,2.0,,,AHR data,
2013,2013 Annual,Air Pollution,Colorado,6.0,6.7,-1.88,,,AHR data,
2013,2013 Annual,Air Pollution,Connecticut,20.0,9.0,-0.68,,,AHR data,
2013,2013 Annual,Air Pollution,Delaware,39.0,10.6,0.16,,,AHR data,
2013,2013 Annual,Air Pollution,Florida,11.0,7.6,-1.41,,,AHR data,
2013,2013 Annual,Air Pollution,Georgia,45.0,11.2,0.47,,,AHR data,
2013,2013 Annual,Air Pollution,Hawaii,22.0,9.1,-0.63,,,AHR data,
2013,2013 Annual,Air Pollution,Idaho,18.0,8.6,-0.89,,,AHR data,
2013,2013 Annual,Air Pollution,Illinois,47.0,11.7,0.73,,,AHR data,
2013,2013 Annual,Air Pollution,Indiana,49.0,12.6,1.2,,,AHR data,
2013,2013 Annual,Air Pollution,Iowa,34.0,9.9,-0.21,,,AHR data,
2013,2013 Annual,Air Pollution,Kansas,19.0,8.9,-0.73,,,AHR data,
2013,2013 Annual,Air Pollution,Kentucky,44.0,11.1,0.42,,,AHR data,
2013,2013 Annual,Air Pollution,Louisiana,28.0,9.6,-0.37,,,AHR data,
2013,2013 Annual,Air Pollution,Maine,10.0,7.5,-1.46,,,AHR data,
2013,2013 Annual,Air Pollution,Maryland,43.0,10.8,0.26,,,AHR data,
2013,2013 Annual,Air Pollution,Massachusetts,13.0,8.1,-1.15,,,AHR data,
2013,2013 Annual,Air Pollution,Michigan,25.0,9.3,-0.52,,,AHR data,
2013,2013 Annual,Air Pollution,Minnesota,13.0,8.1,-1.15,,,AHR data,
2013,2013 Annual,Air Pollution,Mississippi,33.0,9.8,-0.26,,,AHR data,
2013,2013 Annual,Air Pollution,Missouri,35.0,10.0,-0.16,,,AHR data,
2013,2013 Annual,Air Pollution,Montana,9.0,7.2,-1.62,,,AHR data,
2013,2013 Annual,Air Pollution,Nebraska,15.0,8.2,-1.1,,,AHR data,
2013,2013 Annual,Air Pollution,Nevada,22.0,9.1,-0.63,,,AHR data,
2013,2013 Annual,Air Pollution,New Hampshire,11.0,7.6,-1.41,,,AHR data,
2013,2013 Annual,Air Pollution,New Jersey,22.0,9.1,-0.63,,,AHR data,
2013,2013 Annual,Air Pollution,New Mexico,5.0,6.6,-1.93,,,AHR data,
2013,2013 Annual,Air Pollution,New York,20.0,9.0,-0.68,,,AHR data,
2013,2013 Annual,Air Pollution,North Carolina,28.0,9.6,-0.37,,,AHR data,
2013,2013 Annual,Air Pollution,North Dakota,3.0,5.6,-2.0,,,AHR data,
2013,2013 Annual,Air Pollution,Ohio,46.0,11.6,0.68,,,AHR data,
2013,2013 Annual,Air Pollution,Oklahoma,32.0,9.7,-0.31,,,AHR data,
2013,2013 Annual,Air Pollution,Oregon,8.0,7.0,-1.73,,,AHR data,
2013,2013 Annual,Air Pollution,Pennsylvania,47.0,11.7,0.73,,,AHR data,
2013,2013 Annual,Air Pollution,Rhode Island,16.0,8.5,-0.94,,,AHR data,
2013,2013 Annual,Air Pollution,South Carolina,37.0,10.2,-0.05,,,AHR data,
2013,2013 Annual,Air Pollution,South Dakota,4.0,6.4,-2.0,,,AHR data,
2013,2013 Annual,Air Pollution,Tennessee,36.0,10.1,-0.11,,,AHR data,
2013,2013 Annual,Air Pollution,Texas,37.0,10.2,-0.05,,,AHR data,
2013,2013 Annual,Air Pollution,Utah,25.0,9.3,-0.52,,,AHR data,
2013,2013 Annual,Air Pollution,Vermont,7.0,6.9,-1.78,,,AHR data,
2013,2013 Annual,Air Pollution,Virginia,25.0,9.3,-0.52,,,AHR data,
2013,2013 Annual,Air Pollution,Washington,16.0,8.5,-0.94,,,AHR data,
2013,2013 Annual,Air Pollution,West Virginia,40.0,10.7,0.21,,,AHR data,
2013,2013 Annual,Air Pollution,Wisconsin,28.0,9.6,-0.37,,,AHR data,
2013,2013 Annual,Air Pollution,Wyoming,1.0,5.3,-2.0,,,AHR data,
2013,2013 Annual,Air Pollution,United States,,10.3,,,,AHR data,
2013,2013 Annual,Air Pollution,District of Columbia,,11.3,,,,AHR data,
2013,2013 Annual,All Determinants,Alaska,26.0,0.053,,,,AHR data,
2013,2013 Annual,All Determinants,Alabama,46.0,-0.449,,,,AHR data,
2013,2013 Annual,All Determinants,United States,,,,,,AHR data,
2013,2013 Annual,All Determinants,Arkansas,50.0,-0.627,,,,AHR data,
2013,2013 Annual,All Determinants,Arizona,29.0,0.002,,,,AHR data,
2013,2013 Annual,All Determinants,California,21.0,0.22699999999999998,,,,AHR data,
2013,2013 Annual,All Determinants,Colorado,8.0,0.39,,,,AHR data,
2013,2013 Annual,All Determinants,Connecticut,4.0,0.504,,,,AHR data,
2013,2013 Annual,All Determinants,District of Columbia,,,,,,AHR data,
2013,2013 Annual,All Determinants,Delaware,31.0,-0.062,,,,AHR data,
2013,2013 Annual,All Determinants,Florida,32.0,-0.126,,,,AHR data,
2013,2013 Annual,All Determinants,Georgia,40.0,-0.298,,,,AHR data,
2013,2013 Annual,All Determinants,Hawaii,2.0,0.597,,,,AHR data,
2013,2013 Annual,All Determinants,Iowa,22.0,0.163,,,,AHR data,
2013,2013 Annual,All Determinants,Idaho,15.0,0.304,,,,AHR data,
2013,2013 Annual,All Determinants,Illinois,30.0,-0.062,,,,AHR data,
2013,2013 Annual,All Determinants,Indiana,41.0,-0.342,,,,AHR data,
2013,2013 Annual,All Determinants,Kansas,27.0,0.025,,,,AHR data,
2013,2013 Annual,All Determinants,Kentucky,44.0,-0.425,,,,AHR data,
2013,2013 Annual,All Determinants,Louisiana,49.0,-0.611,,,,AHR data,
2013,2013 Annual,All Determinants,Massachusetts,3.0,0.575,,,,AHR data,
2013,2013 Annual,All Determinants,Maryland,20.0,0.228,,,,AHR data,
2013,2013 Annual,All Determinants,Maine,12.0,0.327,,,,AHR data,
2013,2013 Annual,All Determinants,Michigan,33.0,-0.13,,,,AHR data,
2013,2013 Annual,All Determinants,Minnesota,7.0,0.40399999999999997,,,,AHR data,
2013,2013 Annual,All Determinants,Missouri,38.0,-0.264,,,,AHR data,
2013,2013 Annual,All Determinants,Mississippi,48.0,-0.593,,,,AHR data,
2013,2013 Annual,All Determinants,Montana,23.0,0.14800000000000002,,,,AHR data,
2013,2013 Annual,All Determinants,North Carolina,34.0,-0.177,,,,AHR data,
2013,2013 Annual,All Determinants,North Dakota,11.0,0.332,,,,AHR data,
2013,2013 Annual,All Determinants,Nebraska,17.0,0.252,,,,AHR data,
2013,2013 Annual,All Determinants,New Hampshire,5.0,0.495,,,,AHR data,
2013,2013 Annual,All Determinants,New Jersey,10.0,0.353,,,,AHR data,
2013,2013 Annual,All Determinants,New Mexico,35.0,-0.20600000000000002,,,,AHR data,
2013,2013 Annual,All Determinants,Nevada,39.0,-0.289,,,,AHR data,
2013,2013 Annual,All Determinants,New York,14.0,0.312,,,,AHR data,
2013,2013 Annual,All Determinants,Ohio,37.0,-0.255,,,,AHR data,
2013,2013 Annual,All Determinants,Oklahoma,43.0,-0.415,,,,AHR data,
2013,2013 Annual,All Determinants,Oregon,9.0,0.36700000000000005,,,,AHR data,
2013,2013 Annual,All Determinants,Pennsylvania,28.0,0.004,,,,AHR data,
2013,2013 Annual,All Determinants,Rhode Island,13.0,0.32,,,,AHR data,
2013,2013 Annual,All Determinants,South Carolina,47.0,-0.516,,,,AHR data,
2013,2013 Annual,All Determinants,South Dakota,25.0,0.062,,,,AHR data,
2013,2013 Annual,All Determinants,Tennessee,42.0,-0.349,,,,AHR data,
2013,2013 Annual,All Determinants,Texas,36.0,-0.247,,,,AHR data,
2013,2013 Annual,All Determinants,Utah,6.0,0.43,,,,AHR data,
2013,2013 Annual,All Determinants,Virginia,18.0,0.244,,,,AHR data,
2013,2013 Annual,All Determinants,Vermont,1.0,0.698,,,,AHR data,
2013,2013 Annual,All Determinants,Washington,16.0,0.28300000000000003,,,,AHR data,
2013,2013 Annual,All Determinants,Wisconsin,24.0,0.141,,,,AHR data,
2013,2013 Annual,All Determinants,West Virginia,45.0,-0.433,,,,AHR data,
2013,2013 Annual,All Determinants,Wyoming,19.0,0.233,,,,AHR data,
2013,2013 Annual,All Outcomes,Alaska,5.0,0.222,,,,AHR data,
2013,2013 Annual,All Outcomes,Alabama,50.0,-0.373,,,,AHR data,
2013,2013 Annual,All Outcomes,United States,,,,,,AHR data,
2013,2013 Annual,All Outcomes,Arkansas,46.0,-0.266,,,,AHR data,
2013,2013 Annual,All Outcomes,Arizona,27.0,0.018000000000000002,,,,AHR data,
2013,2013 Annual,All Outcomes,California,21.0,0.083,,,,AHR data,
2013,2013 Annual,All Outcomes,Colorado,10.0,0.175,,,,AHR data,
2013,2013 Annual,All Outcomes,Connecticut,15.0,0.145,,,,AHR data,
2013,2013 Annual,All Outcomes,District of Columbia,,,,,,AHR data,
2013,2013 Annual,All Outcomes,Delaware,35.0,-0.035,,,,AHR data,
2013,2013 Annual,All Outcomes,Florida,37.0,-0.084,,,,AHR data,
2013,2013 Annual,All Outcomes,Georgia,32.0,-0.018000000000000002,,,,AHR data,
2013,2013 Annual,All Outcomes,Hawaii,2.0,0.32299999999999995,,,,AHR data,
2013,2013 Annual,All Outcomes,Iowa,13.0,0.155,,,,AHR data,
2013,2013 Annual,All Outcomes,Idaho,16.0,0.139,,,,AHR data,
