Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2000,2000 Annual,All Determinants,Alaska,35.0,-0.16699999999999998,,,,AHR data,
2000,2000 Annual,All Determinants,Arizona,41.0,-0.27399999999999997,,,,AHR data,
2000,2000 Annual,All Determinants,Arkansas,46.0,-0.387,,,,AHR data,
2000,2000 Annual,All Determinants,California,22.0,0.1,,,,AHR data,
2000,2000 Annual,All Determinants,Colorado,16.0,0.28800000000000003,,,,AHR data,
2000,2000 Annual,All Determinants,Alabama,39.0,-0.263,,,,AHR data,
2000,2000 Annual,All Determinants,Connecticut,4.0,0.49,,,,AHR data,
2000,2000 Annual,All Determinants,Delaware,33.0,-0.154,,,,AHR data,
2000,2000 Annual,All Determinants,Florida,40.0,-0.266,,,,AHR data,
2000,2000 Annual,All Determinants,Georgia,36.0,-0.17,,,,AHR data,
2000,2000 Annual,All Determinants,Hawaii,6.0,0.43799999999999994,,,,AHR data,
2000,2000 Annual,All Determinants,Idaho,29.0,-0.003,,,,AHR data,
2000,2000 Annual,All Determinants,Illinois,24.0,0.063,,,,AHR data,
2000,2000 Annual,All Determinants,Indiana,26.0,0.043,,,,AHR data,
2000,2000 Annual,All Determinants,Iowa,11.0,0.33299999999999996,,,,AHR data,
2000,2000 Annual,All Determinants,Kansas,21.0,0.156,,,,AHR data,
2000,2000 Annual,All Determinants,Kentucky,37.0,-0.204,,,,AHR data,
2000,2000 Annual,All Determinants,Louisiana,48.0,-0.469,,,,AHR data,
2000,2000 Annual,All Determinants,Maine,8.0,0.368,,,,AHR data,
2000,2000 Annual,All Determinants,Maryland,14.0,0.32299999999999995,,,,AHR data,
2000,2000 Annual,All Determinants,Massachusetts,3.0,0.49200000000000005,,,,AHR data,
2000,2000 Annual,All Determinants,Michigan,27.0,0.032,,,,AHR data,
2000,2000 Annual,All Determinants,Minnesota,1.0,0.669,,,,AHR data,
2000,2000 Annual,All Determinants,Mississippi,47.0,-0.444,,,,AHR data,
2000,2000 Annual,All Determinants,Missouri,30.0,-0.037000000000000005,,,,AHR data,
2000,2000 Annual,All Determinants,Montana,28.0,0.028999999999999998,,,,AHR data,
2000,2000 Annual,All Determinants,Nebraska,13.0,0.32799999999999996,,,,AHR data,
2000,2000 Annual,All Determinants,Nevada,49.0,-0.473,,,,AHR data,
2000,2000 Annual,All Determinants,New Hampshire,2.0,0.659,,,,AHR data,
2000,2000 Annual,All Determinants,New Jersey,17.0,0.255,,,,AHR data,
2000,2000 Annual,All Determinants,New Mexico,50.0,-0.51,,,,AHR data,
2000,2000 Annual,All Determinants,New York,34.0,-0.162,,,,AHR data,
2000,2000 Annual,All Determinants,North Carolina,31.0,-0.096,,,,AHR data,
2000,2000 Annual,All Determinants,North Dakota,23.0,0.092,,,,AHR data,
2000,2000 Annual,All Determinants,Ohio,25.0,0.05,,,,AHR data,
2000,2000 Annual,All Determinants,Oklahoma,44.0,-0.319,,,,AHR data,
2000,2000 Annual,All Determinants,Oregon,19.0,0.192,,,,AHR data,
2000,2000 Annual,All Determinants,Pennsylvania,18.0,0.198,,,,AHR data,
2000,2000 Annual,All Determinants,Rhode Island,12.0,0.32899999999999996,,,,AHR data,
2000,2000 Annual,All Determinants,South Carolina,45.0,-0.364,,,,AHR data,
2000,2000 Annual,All Determinants,South Dakota,20.0,0.16899999999999998,,,,AHR data,
2000,2000 Annual,All Determinants,Tennessee,38.0,-0.21899999999999997,,,,AHR data,
2000,2000 Annual,All Determinants,Texas,43.0,-0.315,,,,AHR data,
2000,2000 Annual,All Determinants,United States,,,,,,AHR data,
2000,2000 Annual,All Determinants,Utah,5.0,0.46799999999999997,,,,AHR data,
2000,2000 Annual,All Determinants,Vermont,7.0,0.434,,,,AHR data,
2000,2000 Annual,All Determinants,Virginia,10.0,0.335,,,,AHR data,
2000,2000 Annual,All Determinants,Washington,15.0,0.309,,,,AHR data,
2000,2000 Annual,All Determinants,West Virginia,42.0,-0.301,,,,AHR data,
2000,2000 Annual,All Determinants,Wisconsin,9.0,0.36200000000000004,,,,AHR data,
2000,2000 Annual,All Determinants,Wyoming,32.0,-0.11699999999999999,,,,AHR data,
2000,2000 Annual,All Outcomes,Alaska,12.0,0.31,,,,AHR data,
2000,2000 Annual,All Outcomes,Arizona,18.0,0.23199999999999998,,,,AHR data,
2000,2000 Annual,All Outcomes,Arkansas,46.0,-0.442,,,,AHR data,
2000,2000 Annual,All Outcomes,California,15.0,0.271,,,,AHR data,
2000,2000 Annual,All Outcomes,Colorado,6.0,0.466,,,,AHR data,
2000,2000 Annual,All Outcomes,Connecticut,17.0,0.25,,,,AHR data,
2000,2000 Annual,All Outcomes,Delaware,41.0,-0.263,,,,AHR data,
2000,2000 Annual,All Outcomes,Florida,25.0,0.1,,,,AHR data,
2000,2000 Annual,All Outcomes,Georgia,40.0,-0.243,,,,AHR data,
2000,2000 Annual,All Outcomes,Hawaii,1.0,0.665,,,,AHR data,
2000,2000 Annual,All Outcomes,Idaho,4.0,0.47700000000000004,,,,AHR data,
2000,2000 Annual,All Outcomes,Illinois,34.0,-0.141,,,,AHR data,
2000,2000 Annual,All Outcomes,Indiana,37.0,-0.196,,,,AHR data,
2000,2000 Annual,All Outcomes,Iowa,13.0,0.306,,,,AHR data,
2000,2000 Annual,All Outcomes,Kansas,21.0,0.191,,,,AHR data,
2000,2000 Annual,All Outcomes,Kentucky,45.0,-0.43,,,,AHR data,
2000,2000 Annual,All Outcomes,Louisiana,48.0,-0.511,,,,AHR data,
2000,2000 Annual,All Outcomes,Maine,22.0,0.172,,,,AHR data,
2000,2000 Annual,All Outcomes,Maryland,32.0,-0.113,,,,AHR data,
2000,2000 Annual,All Outcomes,Alabama,47.0,-0.488,,,,AHR data,
2000,2000 Annual,All Outcomes,Massachusetts,10.0,0.335,,,,AHR data,
2000,2000 Annual,All Outcomes,Michigan,31.0,-0.069,,,,AHR data,
2000,2000 Annual,All Outcomes,Minnesota,5.0,0.473,,,,AHR data,
2000,2000 Annual,All Outcomes,Mississippi,50.0,-0.607,,,,AHR data,
2000,2000 Annual,All Outcomes,Missouri,39.0,-0.20600000000000002,,,,AHR data,
2000,2000 Annual,All Outcomes,Montana,20.0,0.207,,,,AHR data,
2000,2000 Annual,All Outcomes,Nebraska,23.0,0.159,,,,AHR data,
