Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2001,2001 Annual,All Determinants,Alaska,32.0,-0.066,,,,AHR data,
2001,2001 Annual,All Determinants,Arizona,37.0,-0.184,,,,AHR data,
2001,2001 Annual,All Determinants,Arkansas,44.0,-0.297,,,,AHR data,
2001,2001 Annual,All Determinants,California,23.0,0.145,,,,AHR data,
2001,2001 Annual,All Determinants,Colorado,9.0,0.39,,,,AHR data,
2001,2001 Annual,All Determinants,Alabama,42.0,-0.28600000000000003,,,,AHR data,
2001,2001 Annual,All Determinants,Connecticut,2.0,0.606,,,,AHR data,
2001,2001 Annual,All Determinants,Delaware,31.0,-0.047,,,,AHR data,
2001,2001 Annual,All Determinants,Florida,45.0,-0.35700000000000004,,,,AHR data,
2001,2001 Annual,All Determinants,Georgia,35.0,-0.124,,,,AHR data,
2001,2001 Annual,All Determinants,Hawaii,17.0,0.267,,,,AHR data,
2001,2001 Annual,All Determinants,Idaho,29.0,0.064,,,,AHR data,
2001,2001 Annual,All Determinants,Illinois,28.0,0.066,,,,AHR data,
2001,2001 Annual,All Determinants,Indiana,24.0,0.121,,,,AHR data,
2001,2001 Annual,All Determinants,Iowa,10.0,0.376,,,,AHR data,
2001,2001 Annual,All Determinants,Kansas,19.0,0.248,,,,AHR data,
2001,2001 Annual,All Determinants,Kentucky,40.0,-0.215,,,,AHR data,
2001,2001 Annual,All Determinants,Louisiana,50.0,-0.58,,,,AHR data,
2001,2001 Annual,All Determinants,Maine,6.0,0.43700000000000006,,,,AHR data,
2001,2001 Annual,All Determinants,Maryland,14.0,0.321,,,,AHR data,
2001,2001 Annual,All Determinants,Massachusetts,4.0,0.535,,,,AHR data,
2001,2001 Annual,All Determinants,Michigan,25.0,0.099,,,,AHR data,
2001,2001 Annual,All Determinants,Minnesota,1.0,0.621,,,,AHR data,
2001,2001 Annual,All Determinants,Mississippi,46.0,-0.369,,,,AHR data,
2001,2001 Annual,All Determinants,Missouri,30.0,0.062,,,,AHR data,
2001,2001 Annual,All Determinants,Montana,27.0,0.071,,,,AHR data,
2001,2001 Annual,All Determinants,Nebraska,12.0,0.33799999999999997,,,,AHR data,
2001,2001 Annual,All Determinants,Nevada,47.0,-0.371,,,,AHR data,
2001,2001 Annual,All Determinants,New Hampshire,3.0,0.5660000000000001,,,,AHR data,
2001,2001 Annual,All Determinants,New Jersey,15.0,0.319,,,,AHR data,
2001,2001 Annual,All Determinants,New Mexico,49.0,-0.483,,,,AHR data,
2001,2001 Annual,All Determinants,New York,33.0,-0.08199999999999999,,,,AHR data,
2001,2001 Annual,All Determinants,North Carolina,36.0,-0.142,,,,AHR data,
2001,2001 Annual,All Determinants,North Dakota,18.0,0.253,,,,AHR data,
2001,2001 Annual,All Determinants,Ohio,26.0,0.095,,,,AHR data,
2001,2001 Annual,All Determinants,Oklahoma,38.0,-0.20199999999999999,,,,AHR data,
2001,2001 Annual,All Determinants,Oregon,22.0,0.17,,,,AHR data,
2001,2001 Annual,All Determinants,Pennsylvania,20.0,0.247,,,,AHR data,
2001,2001 Annual,All Determinants,Rhode Island,8.0,0.40399999999999997,,,,AHR data,
2001,2001 Annual,All Determinants,South Carolina,48.0,-0.42,,,,AHR data,
2001,2001 Annual,All Determinants,South Dakota,21.0,0.18,,,,AHR data,
