Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2007,2007 Annual,Air Pollution,Alabama,44.0,14.2,0.74,,,AHR data,
2007,2007 Annual,Air Pollution,Alaska,5.0,7.4,-1.78,,,AHR data,
2007,2007 Annual,Air Pollution,Arizona,20.0,10.3,-0.7,,,AHR data,
2007,2007 Annual,Air Pollution,Arkansas,29.0,11.9,-0.11,,,AHR data,
2007,2007 Annual,Air Pollution,California,50.0,15.3,1.15,,,AHR data,
2007,2007 Annual,Air Pollution,Colorado,8.0,7.8,-1.63,,,AHR data,
2007,2007 Annual,Air Pollution,Connecticut,34.0,12.6,0.15,,,AHR data,
2007,2007 Annual,Air Pollution,Delaware,48.0,14.7,0.93,,,AHR data,
2007,2007 Annual,Air Pollution,Florida,16.0,9.4,-1.04,,,AHR data,
2007,2007 Annual,Air Pollution,Georgia,49.0,14.8,0.96,,,AHR data,
2007,2007 Annual,Air Pollution,Hawaii,1.0,4.6,-2.0,,,AHR data,
2007,2007 Annual,Air Pollution,Idaho,6.0,7.5,-1.74,,,AHR data,
2007,2007 Annual,Air Pollution,Illinois,47.0,14.5,0.85,,,AHR data,
2007,2007 Annual,Air Pollution,Indiana,44.0,14.2,0.74,,,AHR data,
2007,2007 Annual,Air Pollution,Iowa,24.0,10.6,-0.59,,,AHR data,
2007,2007 Annual,Air Pollution,Kansas,20.0,10.3,-0.7,,,AHR data,
2007,2007 Annual,Air Pollution,Kentucky,41.0,13.6,0.52,,,AHR data,
2007,2007 Annual,Air Pollution,Louisiana,31.0,12.2,0.0,,,AHR data,
2007,2007 Annual,Air Pollution,Maine,19.0,9.9,-0.85,,,AHR data,
2007,2007 Annual,Air Pollution,Maryland,37.0,13.0,0.3,,,AHR data,
2007,2007 Annual,Air Pollution,Massachusetts,23.0,10.5,-0.63,,,AHR data,
2007,2007 Annual,Air Pollution,Michigan,36.0,12.9,0.26,,,AHR data,
2007,2007 Annual,Air Pollution,Minnesota,11.0,8.5,-1.37,,,AHR data,
2007,2007 Annual,Air Pollution,Mississippi,30.0,12.0,-0.07,,,AHR data,
2007,2007 Annual,Air Pollution,Missouri,31.0,12.2,0.0,,,AHR data,
2007,2007 Annual,Air Pollution,Montana,10.0,8.1,-1.52,,,AHR data,
2007,2007 Annual,Air Pollution,Nebraska,9.0,8.0,-1.56,,,AHR data,
2007,2007 Annual,Air Pollution,Nevada,13.0,9.0,-1.19,,,AHR data,
2007,2007 Annual,Air Pollution,New Hampshire,14.0,9.1,-1.15,,,AHR data,
