Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2011,2011 Annual,Air Pollution,Nebraska,12.0,8.2,-1.27,,,AHR data,
2011,2011 Annual,Air Pollution,United States,,10.8,,,,AHR data,
2011,2011 Annual,Air Pollution,Washington,22.0,9.6,-0.59,,,AHR data,
2011,2011 Annual,Air Pollution,Maine,12.0,8.2,-1.27,,,AHR data,
2011,2011 Annual,Air Pollution,Alaska,4.0,6.3,-2.0,,,AHR data,
2011,2011 Annual,Air Pollution,California,50.0,15.1,2.0,,,AHR data,
2011,2011 Annual,Air Pollution,Georgia,46.0,12.0,0.59,,,AHR data,
2011,2011 Annual,Air Pollution,Connecticut,27.0,9.9,-0.44,,,AHR data,
2011,2011 Annual,Air Pollution,Illinois,43.0,11.8,0.49,,,AHR data,
2011,2011 Annual,Air Pollution,Massachusetts,18.0,8.9,-0.93,,,AHR data,
2011,2011 Annual,Air Pollution,West Virginia,44.0,11.9,0.54,,,AHR data,
2011,2011 Annual,Air Pollution,New Jersey,25.0,9.8,-0.49,,,AHR data,
2011,2011 Annual,Air Pollution,Colorado,5.0,7.0,-1.86,,,AHR data,
2011,2011 Annual,Air Pollution,Arkansas,36.0,10.9,0.05,,,AHR data,
2011,2011 Annual,Air Pollution,North Carolina,35.0,10.8,0.0,,,AHR data,
2011,2011 Annual,Air Pollution,Wisconsin,34.0,10.5,-0.15,,,AHR data,
2011,2011 Annual,Air Pollution,Mississippi,31.0,10.3,-0.24,,,AHR data,
2011,2011 Annual,Air Pollution,Delaware,42.0,11.6,0.39,,,AHR data,
2011,2011 Annual,Air Pollution,Arizona,20.0,9.3,-0.73,,,AHR data,
2011,2011 Annual,Air Pollution,Hawaii,14.0,8.6,-1.08,,,AHR data,
2011,2011 Annual,Air Pollution,Iowa,29.0,10.2,-0.29,,,AHR data,
2011,2011 Annual,Air Pollution,Maryland,40.0,11.5,0.34,,,AHR data,
2011,2011 Annual,Air Pollution,Indiana,49.0,13.1,1.13,,,AHR data,
2011,2011 Annual,Air Pollution,Rhode Island,17.0,8.7,-1.03,,,AHR data,
2011,2011 Annual,Air Pollution,Vermont,6.0,7.1,-1.81,,,AHR data,
2011,2011 Annual,Air Pollution,Missouri,36.0,10.9,0.05,,,AHR data,
2011,2011 Annual,Air Pollution,Texas,32.0,10.4,-0.2,,,AHR data,
2011,2011 Annual,Air Pollution,Virginia,32.0,10.4,-0.2,,,AHR data,
2011,2011 Annual,Air Pollution,New Hampshire,10.0,7.8,-1.47,,,AHR data,
2011,2011 Annual,Air Pollution,Wyoming,1.0,5.2,-2.0,,,AHR data,
2011,2011 Annual,Air Pollution,Oregon,8.0,7.3,-1.71,,,AHR data,
2011,2011 Annual,Air Pollution,Alabama,40.0,11.5,0.34,,,AHR data,
2011,2011 Annual,Air Pollution,Montana,9.0,7.7,-1.52,,,AHR data,
2011,2011 Annual,Air Pollution,Nevada,18.0,8.9,-0.93,,,AHR data,
2011,2011 Annual,Air Pollution,Florida,10.0,7.8,-1.47,,,AHR data,
2011,2011 Annual,Air Pollution,New York,24.0,9.7,-0.54,,,AHR data,
2011,2011 Annual,Air Pollution,Utah,22.0,9.6,-0.59,,,AHR data,
2011,2011 Annual,Air Pollution,New Mexico,3.0,5.8,-2.0,,,AHR data,
2011,2011 Annual,Air Pollution,District of Columbia,,11.4,,,,AHR data,
2011,2011 Annual,Air Pollution,Michigan,28.0,10.1,-0.34,,,AHR data,
2011,2011 Annual,Air Pollution,Oklahoma,29.0,10.2,-0.29,,,AHR data,
2011,2011 Annual,Air Pollution,Idaho,14.0,8.6,-1.08,,,AHR data,
2011,2011 Annual,Air Pollution,South Dakota,6.0,7.1,-1.81,,,AHR data,
2011,2011 Annual,Air Pollution,North Dakota,2.0,5.7,-2.0,,,AHR data,
2011,2011 Annual,Air Pollution,Kansas,20.0,9.3,-0.73,,,AHR data,
2011,2011 Annual,Air Pollution,Pennsylvania,47.0,12.4,0.78,,,AHR data,
2011,2011 Annual,Air Pollution,South Carolina,38.0,11.0,0.1,,,AHR data,
2011,2011 Annual,Air Pollution,Tennessee,39.0,11.1,0.15,,,AHR data,
2011,2011 Annual,Air Pollution,Kentucky,44.0,11.9,0.54,,,AHR data,
2011,2011 Annual,Air Pollution,Minnesota,14.0,8.6,-1.08,,,AHR data,
2011,2011 Annual,Air Pollution,Louisiana,25.0,9.8,-0.49,,,AHR data,
2011,2011 Annual,Air Pollution,Ohio,48.0,12.5,0.83,,,AHR data,
2011,2011 Annual,All Determinants,Texas,49.0,-0.539,,,,AHR data,
2011,2011 Annual,All Determinants,Ohio,36.0,-0.19,,,,AHR data,
2011,2011 Annual,All Determinants,Vermont,1.0,0.904,,,,AHR data,
2011,2011 Annual,All Determinants,New Hampshire,3.0,0.723,,,,AHR data,
2011,2011 Annual,All Determinants,Rhode Island,9.0,0.397,,,,AHR data,
2011,2011 Annual,All Determinants,Kentucky,42.0,-0.321,,,,AHR data,
2011,2011 Annual,All Determinants,New York,21.0,0.196,,,,AHR data,
2011,2011 Annual,All Determinants,Montana,26.0,0.09,,,,AHR data,
2011,2011 Annual,All Determinants,Alabama,43.0,-0.342,,,,AHR data,
2011,2011 Annual,All Determinants,Nevada,45.0,-0.43700000000000006,,,,AHR data,
2011,2011 Annual,All Determinants,New Mexico,35.0,-0.166,,,,AHR data,
